DISTRITO,tmin_mean_total
JULIACA,0.7307671033419096
URANMARCA,7.602940216064454
ARANCAY,8.801035054524739
MORO,16.210018005371097
MIRGAS,5.573377009800502
COISHCO,17.68879814147949
LLAMELLIN,8.704507827758789
NUEVO CHIMBOTE,17.402890396118163
YUNGAY,5.1838844299316404
COCHABAMBA,10.294041997736151
HUATA,5.203755283355713
NEPEÑA,17.08964146205357
PAMPAROMAS,7.686291862936582
SAN LUIS,7.487798023223877
CHACCHO,10.527889506022134
SANTA,17.702499771118163
CARAZ,6.74021692276001
BAMBAS,9.905210113525392
PAROBAMBA,9.629630432128906
UMACHIRI,-1.242458123427171
PALLPATA,-1.371271304426522
AZANGARO,0.9542820930480957
ESPINAR,-0.5791224852852201
NASCA,14.812240118729443
QUILCAPUNCU,-0.9174798250198364
AYAVIRI,-0.9326974378313336
PUYCA,-0.9118820826212566
HUAYNACOTAS,-0.5375179227193196
ALTO PICHIGUA,-1.1513287734985351
CAYARANI,-1.1180089422997008
PICHIGUA,-0.014126422149794437
APARICIO POMARES,5.266895294189453
HUANCHAY,6.964710453578405
RECUAY,3.859831401279995
YANAS,5.778855895996093
TICAPAMPA,2.5547775650024414
QUEROPALCA,2.473628679911296
CHIQUIAN,4.605478591918945
AMBO,9.545411851671009
CHETILLA,8.567107009887696
BOLIVAR,11.159359036959135
PUEBLO NUEVO,17.918826633029514
JUANJUI,20.829222224308893
JOSE SABOGAL,10.858584953756894
SACANCHE,21.01400260925293
ETEN PUERTO,18.294732666015626
EL ESLABON,21.337862396240233
JORGE CHAVEZ,11.129944610595704
ANTONIO RAYMONDI,12.73701229095459
CAJACAY,4.69426856994629
LA LIBERTAD,4.607622051239014
QUIVILLA,7.264937877655029
COLCABAMBA,11.318151664733886
OLLEROS,3.131465034484863
PAMPAS GRANDE,12.870445760091147
CARHUAPAMPA,8.416086196899414
PAUCAS,8.33289810180664
SANTA ROSA,13.890853881835938
CORONGO,6.726155700683594
HUACRACHUCO,8.894996974779211
ACO,5.64414529800415
SANTIAGO DE CHOCORVOS,6.7046142578125
OLLACHEA,2.2864133300781253
ANDAHUAYLILLAS,6.207439041137695
SAN CLEMENTE,16.4971923828125
HUANCARAMA,7.291008885701497
INDEPENDENCIA,15.650072860717774
ACORA,-1.0014164664528586
MAÑAZO,-0.516887774834266
VILQUE,0.9906247275216238
CHILCAYMARCA,1.3697909832000732
CALLALLI,-3.001007843017578
TAPAY,-1.4188004970550538
TARACO,0.9249037878853933
ACOCHACA,4.688320064544678
SIHUAS,7.5352678298950195
LLAPO,9.912283897399902
HUAYAN,10.709004020690918
CAHUAC,
AQUIA,2.4199725850423177
LA UNION,5.198206265767416
SUCCHA,6.846475505828858
OBAS,5.34021224975586
HUACLLAN,4.1063467502594
LA MERCED,3.172050170898437
CHUQUIS,5.556006526947021
PACHAS,4.613819217681884
PIRA,4.97512215508355
PUNCHAO,4.415505409240723
SAN PEDRO DE CHANA,5.7066552734375
PARIACOTO,8.256615753173827
INDEPENDENCIA,3.962505479292436
MIRAFLORES,5.011030578613282
ORCOPAMPA,-1.0135498461516008
SUYCKUTAMBO,-0.7843327613103959
CHACHAS,-1.4139397783977228
VISTA ALEGRE,14.020707943564966
TIRAPATA,0.20275589397975374
CUPI,-0.635761300722758
CAYLLOMA,-2.664481077802942
COJATA,-2.5731464131673176
PAMPAMARCA,0.3487444281578064
CHANGUILLO,14.767546844482421
ORURILLO,0.7688668764554538
MACARI,-0.9373472929000852
ASILLO,1.2666299673227164
CHINCHAO,11.563202148437501
CHAGLLA,12.872235910516034
IPARIA,21.693639936603482
CONSTITUCION,20.408746277459777
YUYAPICHIS,21.817342601102943
ILAVE,-0.21798374993460518
PILLUANA,21.442027282714843
BALSAS,14.49273348721591
TRES UNIDOS,19.613091806265025
PICSI,18.40363998413086
TUMAN,18.215262603759765
BUENOS AIRES,20.623015340169268
HUASMIN,7.174505145733173
OYOTUN,17.923569107055663
QUEROCOTO,9.49281940460205
CUTERVO,11.716248168945311
SAN MARTIN,17.335286797417535
PROVIDENCIA,16.349542236328126
COLCAMAR,9.977338790893555
COCHAMAL,11.122854919433594
UCO,9.655666732788086
JIRCAN,9.339234379359652
MANCOS,4.383353900909424
RANRAHIRCA,9.763069343566894
HUACCHIS,7.130972003936767
CHINGAS,8.582621955871582
YANACANCHA,3.3872605641682947
VILCABAMBA,4.309310054779052
HUANCAPON,11.075721104939777
GOYLLARISQUIZGA,5.785416793823242
SANTA ROSA,18.939645385742185
PISUQUIA,13.03597229003906
SHANAO,
MORROPE,18.524117702907983
PITIPO,18.373385281032988
TOCMOCHE,16.35095272064209
LA BANDA DE SHILCAYO,20.485396030970982
SAN JUAN DE LICUPIS,13.280866813659667
PAUCARBAMBA,4.087809801101685
CHINCHIHUASI,7.954257965087891
COLCABAMBA,9.126211208767362
HUANTAR,3.6592414855957025
YURUA,22.06506865530303
COCHABAMBA,7.7718382263183585
YAUTAN,15.362778218587241
JANGAS,5.403003819783529
CAJABAMBA,10.950046648297992
PADRE MARQUEZ,22.091358658030064
COLONIA,3.956089401245117
ACORIA,4.376878116005345
PACHAMARCA,7.767612893240792
SAN PEDRO DE PILAS,6.982742500305176
HUACHOCOLPA,-0.0470072789625688
LARES,3.026583671569824
SANTA ANA,-0.968606168573553
CHICLA,0.38985638618469237
LLUSCO,1.4331491296941583
SAN JUAN DE SALINAS,1.4233312249183654
PEDRO VILCA APAZA,-0.7240481058756509
OCORURO,-1.5298987822099164
INCHUPALLA,-0.005011398142034359
PUCARA,-0.5488627009921604
COLQUEMARCA,3.9434832436697826
SANTA ROSA,5.88228178024292
TUPAC AMARU,2.65207462310791
NUÑOA,-2.1493655957673727
CAPAYA,3.6218614101409914
VILCABAMBA,
MICAELA BASTIDAS,4.368426513671875
AJOYANI,-3.141027245154748
SAN PABLO,-1.1298251197451636
CHALLHUAHUACHO,1.8910208463668823
MOSOC LLACTA,4.242773723602295
POMACOCHA,4.6285558064778645
POMACOCHA,6.5331957817077635
NUEVO IMPERIAL,15.824123313210228
PACARAN,13.353842381068636
CAJA,6.664280796051026
CHUPAMARCA,-0.19592446413907139
LURIN,16.661132049560546
PAZOS,1.462882968357631
HUACRAPUQUIO,5.73481855392456
CHINCHA BAJA,17.21830622355143
CAPILLAS,9.085254342215402
CHINCHA ALTA,15.671439743041992
COASA,14.4451416015625
COCAS,3.4934794425964357
URUBAMBA,3.5133808135986326
CALCA,1.9284785842895509
GROCIO PRADO,15.883299691336495
SAN JUAN,7.53655776977539
MOLLEPAMPA,2.3857633209228517
LAMUD,10.846020253499349
QUEROCOTILLO,12.021106974283855
LLAMA,14.67901066371373
RUMISAPA,19.990486526489256
CORTEGANA,12.665052456325956
CHADIN,12.14573860168457
CHIGUIRIP,10.188112831115722
HUICUNGO,12.277325344382788
SANTA ROSA,20.602206802368165
LAMBAYEQUE,18.41847483317057
SHAPAJA,20.857266235351563
YUNGAR,4.3994215965271
YARUMAYO,5.9060369491577145
AMARILIS,13.443405914306641
PALCAZU,19.03000724546371
CHORAS,5.978404426574707
JACAS CHICO,5.355856132507324
HUANUCO,12.950104522705079
SANTA CRUZ DE COCACHACRA,13.936577987670898
SAN JERONIMO DE TUNAN,
CONGALLA,5.183929770333426
HUANCA-HUANCA,3.387708377838135
LUNAHUANA,14.79410956887638
HUAYLLAY GRANDE,5.016105270385742
HUANGASCAR,7.0671789169311525
CASTROVIRREYNA,0.5130130275603264
CERRO AZUL,16.713407897949217
ZUÑIGA,12.733622589111329
ANTA,4.134333229064941
ACOBAMBA,6.319353008270264
SANTA ANA,11.141947937011718
QUILMANA,15.772551269531252
LINCHA,1.949330393473307
ASCENSION,-0.7085527351924352
ACOLLA,3.291786613464356
ANCON,16.452300720214843
CALAPUJA,0.9214160442352295
PARURO,2.8293650436401365
AYAVI,7.784176635742187
ITUATA,4.8542571311773255
HUMAY,14.568235473632814
HUANOQUITE,5.044376784104567
ANDAHUAYLAS,4.85444815499442
SAN JERONIMO,4.431003284454346
URCOS,4.344729080200195
SANTA MARIA DE CHICMO,4.466515668233236
YAURISQUE,3.499595546722412
SANTIAGO DE ANCHUCAYA,0.4399439016977945
MANZANARES,3.8137691497802733
ANTIOQUIA,13.735245186941963
SAN AGUSTIN,
HUALHUAS,4.829756355285644
ORCOTUNA,4.292167091369629
NUEVE DE JULIO,
PATAMBUCO,1.1592212677001954
PATAYPAMPA,2.3603070068359377
POCOHUANCA,8.585884475708008
SANDIA,6.608851440429687
YANACA,5.622116661071777
SAN JUAN DEL ORO,14.884579467773438
TATE,
SANTIAGO,14.081045664911684
SAÑAYCA,3.100980793346058
PACHACONAS,4.076621341705322
SORAYA,7.093834018707275
PACHACUTEC,14.095719528198241
SAN PEDRO,4.225605058670044
LIVITACA,1.8280932006835937
HAQUIRA,2.09376880421358
PAMPACHIRI,3.8493135070800784
EL ORO,2.8873317718505858
TINTA,3.7906925837198893
PUEBLO NUEVO,14.334538841247559
PALCA,6.007262802124023
ATAVILLOS ALTO,3.5537308913010817
IBERIA,21.685925847833808
MEGANTONI,21.194608711048158
PALCAMAYO,3.1582427978515626
VITOC,10.16481252817007
MAZAMARI - PANGOA,16.039807996072405
LAMPIAN,9.528977330525716
HUACHO,16.79267807006836
IHUARI,10.619320106506347
CALETA DE CARQUIN,
HUALMAY,
SANTA BARBARA DE CARHUACAYAN,0.49523042332042344
SANTA MARIA,16.77205963134766
SANTA CRUZ DE ANDAMARCA,1.8539103507995605
SAN RAMON,12.246445344623769
VEINTISIETE DE NOVIEMBRE,3.82005261012486
TAMBOPATA,22.038113344719353
IGUAIN,9.50095157623291
HUAMANGUILLA,5.748434448242188
TAMBO,3.5504468050870024
KIMBIRI,14.006681396484376
PICHARI,15.070507158551896
HUACCANA,11.731035405939275
ORONCCOY,9.165253006784539
SIVIA,9.493501439587822
SANTILLANA,6.5328896416558155
LLOCHEGUA,13.388173361385572
ANCO,8.88515576171875
SAMUGARI,9.760971832275391
CHILCAS,8.155573145548505
SAN MIGUEL,5.861360371907553
ANCHIHUAY,8.871934204101562
CANAYRE,17.384518127441407
QUISQUI (KICHKI),6.35942873273577
HUANCABAMBA,9.571897536057692
POZUZO,13.878780573064631
PUERTO BERMUDEZ,19.061443851500986
PANAO,7.3193367143110795
UMARI,11.603274281819662
YAUYUCAN,10.754428482055664
ANDABAMBA,10.211351203918458
SAUCE,19.600174458821613
NINABAMBA,9.334976768493652
ALBERTO LEVEAU,21.19339790344238
LEIMEBAMBA,7.717239888509115
PULAN,9.549300842285158
SAUCEPAMPA,11.223650932312012
HUALGAYOC,6.555623299734933
LUCMA,15.427040405273436
SAYAPULLO,12.385013689313615
SARTIMBAMBA,12.961247370793268
CONDEBAMBA,13.303595624651228
CONDORMARCA,10.227420552571614
CAMPANILLA,18.518601831896554
SANTA CATALINA,13.834981427873885
SAN JERONIMO,14.266077423095703
JAMALCA,14.894945678710936
BELLAVISTA,19.91084615773168
SAN JOSE DEL ALTO,14.584935238486844
LA COIPA,15.917212746360084
PARATIA,-4.094574913611779
SAN JUAN DE TANTARANCHE,0.33765339652697246
CONCEPCION,5.092867183685303
HUAROCHIRI,1.4160636425018311
COSME,6.307807922363282
CONAYCA,2.26241250038147
SANTA CRUZ DE FLORES,16.491292190551757
IZCUCHACA,
NUEVO OCCORO,0.16284906715154648
HUAYACUNDO ARMA,4.5033345222473145
SANTIAGO,2.7405340671539307
KISHUARA,6.006525251600477
SANTO DOMINGO DE CAPILLAS,3.797715997695923
WANCHAQ,4.673000335693359
HUAYTARA,7.1906492966872
OCONGATE,-0.46074060960249474
YANACANCHA,-0.23381897163391113
TRES DE DICIEMBRE,4.763896942138672
HUANCAN,
SAN ISIDRO,
MAGDALENA DEL MAR,
SAN JUAN DE ISCOS,2.7373895168304445
SAN BORJA,
LINCE,
SANTIAGO DE SURCO,
SALCABAMBA,8.55557772318522
VITIS,0.007897146542867028
PUEBLO LIBRE,17.89165153503418
LA PUNTA,
JEPELACIO,17.321507850060094
HUAMBO,14.61212107340495
PACORA,18.385388565063476
LA JALCA,9.9487455368042
LIMABAMBA,12.210825602213543
SAN JUAN BAUTISTA,22.65921055056014
IQUITOS,22.780908203125
PAMPAS DE HOSPITAL,20.730944558848506
ZORRITOS,21.828075617009944
SAN JACINTO,20.901372006064967
LA PECA,18.80752601623535
MATAPALO,20.749748992919923
LA CRUZ,22.187770080566406
SAN FRANCISCO DE DAGUAS,12.265283966064453
SANTO DOMINGO DE LA CAPILLA,12.686823018391927
MARISCAL BENAVIDES,11.720507158551898
CHACHAPOYAS,12.403868357340496
LA RAMADA,12.941715812683105
LONYA CHICO,11.319758033752441
TABALOSOS,18.836895243326822
SANTA ROSA DE OCOPA,4.72629680633545
SANTA ROSA,
ATAURA,
CALLAHUANCA,9.555341148376465
YAUYOS,4.659889984130859
LLOCLLAPAMPA,2.4509831110636395
SAN JUAN DE RONTOY,5.4803835550944004
CAJAY,5.377568588256837
ACZO,6.44979944229126
MONZON,12.61026319420856
MAGDALENA,10.563195419311523
LONGUITA,7.940521240234375
SAN ANTONIO,20.122667694091795
CHIMBAN,15.704471740722656
MIRACOSTA,12.157164255777996
SAN LUIS DE LUCMA,11.66290715535482
SOCOTA,10.567040379842123
INGUILPATA,10.050986633300782
HUANCAS,13.069466018676758
PAPAPLAYA,22.148583984375
VISTA ALEGRE,12.253870307074653
PINTO RECODO,18.314065551757814
MOTUPE,18.544107200985863
SANTO TOMAS,14.084451729910715
CHILIQUIN,11.065167236328126
CHURUJA,13.23320484161377
RIOJA,18.322518412272135
CAÑARIS,9.946121826171876
PIMPINGOS,15.264358011881509
CALZADA,19.060864257812497
ELIAS SOPLIN VARGAS,15.833983939034596
CAYNARACHI,21.6233867298473
LONYA GRANDE,15.763797760009766
SAN CARLOS,13.472459157307943
ALTO TAPICHE,22.024071935705233
ASUNCION,10.232676315307618
OLLEROS,9.141724650065104
POSIC,19.094363911946616
YAMON,16.31453887939453
NIEVA,21.39370331033303
MANSERICHE,21.828922943376067
YAVARI,22.747570878864604
PARINARI,22.654230260295826
SAN FRANCISCO DEL YESO,8.929635838099887
MOYOBAMBA,18.1787283360273
BARRANCA,21.269467613345288
CUMBA,17.488833957248268
CRISTO NOS VALGA,19.69450798034668
RINCONADA LLICUAR,
HUARMACA,15.129267692565918
BERNAL,19.91868667602539
BELLAVISTA DE LA UNION,20.039675140380858
EL TALLAN,19.78803482055664
VICE,19.653351266043526
SAN MIGUEL DE EL FAIQUE,16.458132934570312
CURA MORI,19.73816179547991
SONDORILLO,10.954813130696614
SALITRAL,18.98906057257401
SONDOR,12.971363414417613
LA UNION,19.60600246853299
LA ARENA,19.812001546223957
TARICA,4.0378374735514315
PIMENTEL,18.47325668334961
SAN PABLO,21.10131454467773
VARGAS GUERRA,21.908287834398674
JOSE LEONARDO ORTIZ,18.553334426879882
COMANDANTE NOEL,17.38512191772461
PARIAHUANCA,
HUACHIS,7.390188598632813
RAHUAPAMPA,
ANTA,3.7999224185943605
SAN MIGUEL DE ACO,3.420258712768555
MASIN,6.169796943664551
PONTO,8.27193489074707
TANTAMAYO,6.1567737579345705
ACOPAMPA,8.231689739227296
SINGA,5.01907434463501
BUENA VISTA ALTA,16.563669967651368
HUACACHI,8.733086585998535
TINCO,
MARCARA,4.897734298706054
ATAQUERO,2.644543933868408
PINRA,7.922754923502604
HUACAYBAMBA,7.39890271355124
SANTA CRUZ,5.341692606608072
PISCOBAMBA,8.605636024475098
SAPOSOA,19.25206642150879
CHONTABAMBA,10.401496015276228
OXAPAMPA,12.693205954811791
VILLA RICA,16.287813895089286
HUACHON,5.039067443847657
TICLACAYAN,3.5857945981233015
COLPAS,4.410274887084961
RAIMONDI,21.357975124215482
CAYNA,5.553336770193917
HUACAR,8.077164786202568
CONCHAMARCA,11.85119120279948
MARGOS,5.130033220563616
SAN PEDRO DE CHAULAN,6.022492122650147
PILLCO MARCA,11.315824127197263
ANDOAS,22.647351807278067
ALTO NANAY,22.557396950183055
MAZAN,22.681232925134204
TROMPETEROS,22.42552504871103
TIGRE,22.499795072115383
NAPO,22.519667097929936
PUTUMAYO,22.77923931782472
TORRES CAUSANA,22.42221875
TENIENTE MANUEL CLAVERO,22.46636211688702
CHETO,11.770264434814454
LUYA VIEJO,12.18793182373047
CONILA,11.169551467895507
SATIPO,17.76394465519832
CHURCAMPA,5.106909942626953
LOCROJA,4.806358432769775
ANCO,6.710015392303466
SAN PEDRO DE CORIS,6.700249989827474
CARAMPOMA,1.113045038495745
SANTA ROSA DE QUIVES,14.217133742112381
COCHAS,4.299876880645752
ANDAMARCA,3.0919727325439452
MARISCAL CASTILLA,8.033209896087646
POMACANCHA,1.406050067477756
LACHAQUI,4.9913795471191404
SANTA ROSA DE SACCO,1.2664021253585815
CARABAYLLO,16.37685818142361
COCHAMARCA,5.665562099880643
PACHANGARA,5.504983690049913
NAVAN,6.084304237365723
HUAYLLAY,1.1322382983039407
TINYAHUARCO,2.2753374576568604
SEPAHUA,22.152578806322676
SAN LUIS DE SHUARO,15.630852254231772
LABERINTO,22.35570015285326
ULCUMAYO,6.086723836263021
CAUJUL,1.4123048305511476
CHAUPIMARCA,
ANDAJES,4.3623057556152345
PICHANAQUI,17.03701385498047
NINACACA,2.4427051544189453
PERENE,16.329515897310696
VEGUETA,16.74562168121338
SANTA LEONOR,3.3697845458984377
CHECRAS,7.3206502641950335
CARHUAMAYO,2.3478835296630858
VICCO,2.317374153137207
CHANCHAMAYO,12.92090301513672
LACABAMBA,6.355560779571533
TAURIJA,12.488099098205566
TAYABAMBA,6.976838684082031
SALAVERRY,17.348002485795455
OYON,2.2228412012900076
YANAHUANCA,2.568507080078125
SAN MIGUEL DE CAURI,3.4902999291053183
SUPE PUERTO,17.08686637878418
SUPE,16.72704366048177
BARRANCA,16.986178334554037
AMBAR,10.612466430664064
SAN PEDRO,14.638755459255643
COCHAS,15.77565198625837
PATIVILCA,17.074109322684155
COLQUIOC,13.797984008789063
PARAMONGA,16.868086125300483
HUARMEY,16.34083027742347
LAGUNAS,22.745656738281248
URARINAS,22.69943167892157
JEBEROS,22.57379150390625
CAHUAPANAS,21.84501393312102
BALSAPUERTO,20.994870733963815
RIO TAMBO,17.587297610960142
VILCABAMBA,7.775926795372596
SIMON BOLIVAR,1.7441666312839672
GORGOR,4.650890731811524
MANAS,11.467999267578126
PAUCARTAMBO,6.203031686636118
MACHE,7.204741668701172
JULCAN,6.87766842312283
LAREDO,17.227624511718748
SALPO,13.172970581054688
SITABAMBA,6.455046997070312
HUAYO,13.363908640543618
ACOBAMBA,10.583114929199219
PALLASCA,10.938228607177733
YUPAN,10.287561416625977
SICSIBAMBA,8.946106465657554
HONORIA,22.060074462890626
CASHAPAMPA,5.144793701171875
HUANCASPATA,7.949922561645508
MASISEA,22.10384209329522
CHAO,16.534568469929248
QUICHES,10.648851470947264
CHINGALPO,4.839855357578823
NUEVO PROGRESO,19.259591440054088
BOLOGNESI,13.352994346618653
HUACASCHUQUE,
HUANDOVAL,7.573151524861655
URPAY,11.168660227457682
SHUNTE,9.787343401227679
SANTA CRUZ DE CHUCA,9.492644958496093
TAURIA,8.186246185302734
JAQUI,13.325636800130209
SAYLA,9.081010437011718
AMANTANI,5.009556865692138
SINCOS,1.6912527720133461
EL TAMBO,1.4906909942626954
SAN BARTOLOME,11.605190467834472
MATAHUASI,5.1839906692504885
SAN FRANCISCO DE ASIS DE YARUSYACAN,3.877751922607422
LLATA,4.788482411702474
QUECHUALLA,6.3727814483642575
TORO,8.408771649528953
MOHO,0.6900002903408474
CAMINACA,0.7231775601704915
SALAMANCA,0.14966856479644777
PALCA,-2.4308231353759764
SAMAN,1.6244964440663654
COTAHUASI,6.067203598022461
SIBAYO,-2.411034358631481
LAMPA,-0.45441580648007596
NICASIO,0.39540274143218995
HUAYRAPATA,-1.1264725171602687
ACHAYA,0.7349988317489624
LOMAS,14.716194152832031
TOMEPAMPA,6.192161432902018
CHOCO,0.5075223207473755
CHARCANA,3.330843671162923
ROSASPATA,0.24456151485443112
CONDOROMA,-4.1229465060763895
VILAVILA,-2.5291197586059573
ALCA,4.1293363298688615
HUANCANE,0.6140855642465445
VILQUE CHICO,0.11125792335061468
CHUPA,1.31334753036499
OCUVIRI,-2.8128282674153646
YANTALO,19.059085845947266
PUCARA,15.078110758463541
SALAS,16.04976511309224
YAQUERANA,22.43743588772507
REQUENA,22.601821810527913
SAQUENA,22.622850440014368
SAN MATEO DE OTAO,7.177248287200928
SANTA EULALIA,10.201205825805664
JAUJA,
SAN NICOLAS,8.51312115987142
LLAMA,9.064910888671875
HUAYLLAN,7.107082080841065
ELEAZAR GUZMAN BARRON,7.8833259582519535
CACERES DEL PERU,9.371716629831415
HUAYLAS,5.399150753021241
MUSGA,6.958257865905762
CHAVINILLO,5.436494445800781
SANTA MARIA DEL VALLE,7.548473930358886
TAHUANIA,21.855083847045897
CHURUBAMBA,8.118192036946615
MARIAS,6.23177490234375
YACUS,5.209073448181153
TONGOD,7.702978820800782
PAMPAS CHICO,4.717069435119629
PARARIN,10.772613067626953
JIVIA,5.287379169464112
HUASTA,3.898300229586088
MARCA,5.9512429046630855
SAN CRISTOBAL,12.279790306091309
GRANADA,7.890342458089192
QUINJALCA,9.051491928100585
VALERA,13.278510030110677
SANTA CRUZ,15.622432708740234
CALLAYUC,14.628732022372159
SAN ROQUE DE CUMBAZA,18.710332380022322
